Output of simple 2-box model under RCP85 radiative forcing,
Low  response ECS=1.5; TCR=1.0K; Aerosol scaled by:     0.134639,
Low AR4 vals  ECS=2.0; TCR=1.0K; Aerosol scaled by:     0.134639,
High response ECS=4.5; TCR=2.5K; Aerosol scaled by:      1.79919,
High AR4 vals ECS=4.5; TCR=3.0K; Aerosol scaled by:      2.06466,
Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4
1765.00,999.000,0.00000,0.00000,0.00300000,-0.0541691,-0.958163,-0.121897,1.16372
1766.00,999.000,0.126027,0.000955297,0.0113383,0.0542503,0.0381316,-0.0638901,-0.0373204
1767.00,999.000,0.273031,0.00142472,0.0250149,0.0606198,0.0442819,-0.0481412,-0.0179932
1768.00,999.000,0.278871,0.000197399,0.0440298,0.0688324,0.0522189,-0.0279373,0.00676641
1769.00,999.000,0.242045,-0.00127844,0.0683830,0.0756549,0.0588240,-0.0113141,0.0270816
1770.00,999.000,0.242824,-0.00273384,0.0980744,0.0811619,0.0641677,0.00191484,0.0431851
1771.00,999.000,0.284142,-0.00454133,0.134104,0.0868047,0.0696490,0.0152975,0.0594284
1772.00,999.000,0.299857,-0.00632004,0.175472,0.0928217,0.0754983,0.0294167,0.0765254
1773.00,999.000,0.290756,-0.00768095,0.222179,0.0983269,0.0808609,0.0421554,0.0918909
1774.00,999.000,0.278100,-0.00899457,0.274223,0.102900,0.0853297,0.0525293,0.104329
1775.00,999.000,0.268839,-0.0102608,0.331606,0.106640,0.0890007,0.0607986,0.114164
1776.00,999.000,0.276856,-0.0114799,0.394328,0.109983,0.0922930,0.0680424,0.122724
1777.00,999.000,0.305761,-0.0126524,0.462387,0.113608,0.0958604,0.0759320,0.132059
1778.00,999.000,0.337875,-0.0137792,0.535785,0.117882,0.100059,0.0853809,0.143292
1779.00,999.000,0.347581,-0.0148612,0.614521,0.122413,0.104510,0.0954394,0.155259
1780.00,999.000,0.341674,-0.0159002,0.698596,0.126538,0.108576,0.104497,0.165987
1781.00,999.000,0.333722,-0.0173357,0.789008,0.130016,0.112021,0.111936,0.174716
1782.00,999.000,0.291020,-0.0187348,0.884759,0.132312,0.114329,0.116427,0.179814
1783.00,999.000,0.175605,-0.0196591,0.985849,0.131764,0.113894,0.113940,0.176354
1784.00,999.000,0.0902692,-0.0205406,1.09228,0.127972,0.110328,0.103530,0.163189
1785.00,999.000,0.162453,-0.0213771,1.20404,0.124415,0.106984,0.0937111,0.150763
1786.00,999.000,0.289562,-0.0221664,1.32115,0.124599,0.107245,0.0930656,0.149595
1787.00,999.000,0.352999,-0.0229061,1.44359,0.127959,0.110572,0.100224,0.157999
1788.00,999.000,0.361769,-0.0235941,1.57137,0.132173,0.114727,0.109510,0.169009
1789.00,999.000,0.251054,-0.0242280,1.70449,0.134248,0.116822,0.113603,0.173656
1790.00,999.000,0.0888822,-0.0248062,1.84295,0.131579,0.114341,0.106127,0.164128
1791.00,999.000,0.108020,-0.0257757,1.98774,0.126858,0.109876,0.0936353,0.148462
1792.00,999.000,0.232799,-0.0266920,2.13788,0.125090,0.108255,0.0883502,0.141639
1793.00,999.000,0.294575,-0.0271103,2.29335,0.126648,0.109841,0.0912257,0.144828
1794.00,999.000,0.291738,-0.0274789,2.45416,0.129029,0.112224,0.0961814,0.150576
1795.00,999.000,0.256846,-0.0277995,2.62031,0.130534,0.113764,0.0990562,0.153781
1796.00,999.000,0.245053,-0.0280741,2.79179,0.131111,0.114409,0.0997197,0.154286
1797.00,999.000,0.262057,-0.0287504,2.96962,0.131731,0.115096,0.100517,0.154962
1798.00,999.000,0.277467,-0.0293838,3.15278,0.132846,0.116262,0.102530,0.157126
1799.00,999.000,0.285635,-0.0295300,3.34129,0.134247,0.117705,0.105282,0.160202
1800.00,999.000,0.303460,-0.0300800,3.53613,0.135942,0.119433,0.108790,0.164212
1801.00,999.000,0.325814,-0.0305855,3.73631,0.138138,0.121646,0.113540,0.169741
1802.00,999.000,0.322938,-0.0314857,3.94382,0.140441,0.123965,0.118538,0.175569
1803.00,999.000,0.308295,-0.0318974,4.15568,0.142222,0.125783,0.122256,0.179823
1804.00,999.000,0.306252,-0.0313806,4.37287,0.143534,0.127149,0.124917,0.182795
1805.00,999.000,0.305549,-0.0312685,4.59540,0.144652,0.128330,0.127221,0.185351
1806.00,999.000,0.296562,-0.0315614,4.82427,0.145496,0.129247,0.128901,0.187149
1807.00,999.000,0.287336,-0.0318218,5.05848,0.145958,0.129797,0.129665,0.187829
1808.00,999.000,-0.206609,-0.0316127,5.29803,0.138011,0.122230,0.109894,0.163349
1809.00,999.000,-1.35012,-0.0313782,5.54291,0.103723,0.0892295,0.0257082,0.0599562
1810.00,999.000,-1.75196,-0.0311204,5.79314,0.0475578,0.0350712,-0.112020,-0.108967
1811.00,999.000,-0.956129,-0.0312737,6.04970,0.00420153,-0.00679246,-0.218460,-0.239410
1812.00,999.000,-0.279183,-0.0313998,6.31160,-0.00983390,-0.0204087,-0.253201,-0.281880
1813.00,999.000,-0.0779071,-0.0310632,6.57884,-0.00771146,-0.0184464,-0.248377,-0.275820
1814.00,999.000,-0.598962,-0.0307014,6.85141,-0.0111594,-0.0218578,-0.257116,-0.286375
1815.00,999.000,-2.06194,-0.0307462,7.13033,-0.0472250,-0.0567550,-0.345666,-0.394732
1816.00,999.000,-2.56318,-0.0311961,7.41558,-0.111935,-0.119343,-0.504420,-0.589057
1817.00,999.000,-1.39423,-0.0316187,7.70717,-0.158332,-0.164334,-0.618514,-0.728511
1818.00,999.000,-0.265648,-0.0315879,8.00410,-0.161369,-0.167530,-0.626565,-0.737898
1819.00,999.000,0.185347,-0.0311070,8.30637,-0.137831,-0.145079,-0.569516,-0.667483
1820.00,999.000,0.311867,-0.0306063,8.61398,-0.107346,-0.115893,-0.495340,-0.576115
1821.00,999.000,0.318984,-0.0300866,8.92692,-0.0780668,-0.0878338,-0.423986,-0.488263
