Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4
1909,-0.2115,0.45258,-0.261517,72.8773,0.17828,0.164909,-0.0385977,-0.0657803,1909,-0.2115,0.45258,-0.261517,72.8773,0.178097,0.164718,-0.0386144,-0.0658047,1909,-0.2115,0.45258,-0.261517,72.8773,0.177084,0.163662,-0.0384195,-0.0655266,1909,-0.2115,0.45258,-0.261517,72.8773,0.178597,0.165241,-0.0387322,-0.0659722
1910,-0.1915,0.474067,-0.264995,74.5183,0.187735,0.174164,-0.0205487,-0.044666,1910,-0.1915,0.474067,-0.264995,74.5183,0.187553,0.173975,-0.0205664,-0.0446917,1910,-0.1915,0.474067,-0.264995,74.5183,0.186548,0.172928,-0.0203608,-0.0443985,1910,-0.1915,0.474067,-0.264995,74.5183,0.188049,0.174494,-0.0206905,-0.0448682
1911,-0.2115,0.475024,-0.264612,76.1332,0.196564,0.182828,-0.0036812,-0.0249508,1911,-0.2115,0.475024,-0.264612,76.1332,0.196384,0.18264,-0.00369969,-0.0249777,1911,-0.2115,0.475024,-0.264612,76.1332,0.195386,0.1816,-0.0034842,-0.0246705,1911,-0.2115,0.475024,-0.264612,76.1332,0.196876,0.183155,-0.00382986,-0.0251627
1912,-0.1215,0.237872,-0.260444,77.76,0.200428,0.186709,0.00185956,-0.0189738,1912,-0.1215,0.237872,-0.260444,77.76,0.200249,0.186522,0.00184036,-0.0190018,1912,-0.1215,0.237872,-0.260444,77.76,0.199257,0.185489,0.00206416,-0.0186829,1912,-0.1215,0.237872,-0.260444,77.76,0.200738,0.187034,0.00170517,-0.0191937
1913,-0.1015,0.142892,-0.259409,79.426,0.198276,0.184787,-0.00655411,-0.0299545,1913,-0.1015,0.142892,-0.259409,79.426,0.198097,0.184602,-0.0065739,-0.0299832,1913,-0.1015,0.142892,-0.259409,79.426,0.197111,0.183573,-0.00634332,-0.029655,1913,-0.1015,0.142892,-0.259409,79.426,0.198584,0.185111,-0.00671319,-0.0301808
1914,0.0185,0.387926,-0.255601,80.9908,0.1988,0.185446,-0.00776346,-0.0319691,1914,0.0185,0.387926,-0.255601,80.9908,0.198623,0.185262,-0.00778371,-0.0319985,1914,0.0185,0.387926,-0.255601,80.9908,0.19764,0.184237,-0.00754767,-0.0316629,1914,0.0185,0.387926,-0.255601,80.9908,0.199107,0.185768,-0.0079263,-0.0322006
1915,0.1385,0.544847,-0.250078,82.5345,0.205827,0.192382,0.00783139,-0.0132138,1915,0.1385,0.544847,-0.250078,82.5345,0.20565,0.192197,0.00781082,-0.0132437,1915,0.1385,0.544847,-0.250078,82.5345,0.20467,0.191176,0.00805055,-0.0129032,1915,0.1385,0.544847,-0.250078,82.5345,0.206133,0.192703,0.007666,-0.0134486
1916,-0.0715,0.619466,-0.251064,84.1437,0.215868,0.202234,0.0312796,0.0152431,1916,-0.0715,0.619466,-0.251064,84.1437,0.215691,0.20205,0.0312588,0.015213,1916,-0.0715,0.619466,-0.251064,84.1437,0.214713,0.201031,0.0315013,0.0155569,1916,-0.0715,0.619466,-0.251064,84.1437,0.216174,0.202554,0.0311123,0.015006
1917,-0.1515,0.65508,-0.254376,85.8099,0.226698,0.21286,0.056491,0.0458037,1917,-0.1515,0.65508,-0.254376,85.8099,0.226522,0.212676,0.0564699,0.0457732,1917,-0.1515,0.65508,-0.254376,85.8099,0.225545,0.21166,0.0567155,0.0461211,1917,-0.1515,0.65508,-0.254376,85.8099,0.227003,0.213179,0.0563216,0.0455638
1918,-0.0115,0.66255,-0.255447,87.4602,0.237115,0.223099,0.0805388,0.074882,1918,-0.0115,0.66255,-0.255447,87.4602,0.236939,0.222916,0.0805174,0.0748512,1918,-0.0115,0.66255,-0.255447,87.4602,0.235965,0.221902,0.0807665,0.0752036,1918,-0.0115,0.66255,-0.255447,87.4602,0.237419,0.223417,0.080367,0.0746391
1919,-0.0115,0.640626,-0.250501,88.9858,0.24609,0.231958,0.101482,0.100213,1919,-0.0115,0.640626,-0.250501,88.9858,0.245914,0.231776,0.10146,0.100182,1919,-0.0115,0.640626,-0.250501,88.9858,0.244942,0.230764,0.101712,0.100538,1919,-0.0115,0.640626,-0.250501,88.9858,0.246393,0.232276,0.101308,0.0999681
1920,0.0485,0.538608,-0.249196,90.6391,0.251929,0.237802,0.115289,0.116882,1920,0.0485,0.538608,-0.249196,90.6391,0.251753,0.23762,0.115267,0.11685,1920,0.0485,0.538608,-0.249196,90.6391,0.250782,0.23661,0.11552,0.117208,1920,0.0485,0.538608,-0.249196,90.6391,0.252232,0.238119,0.115114,0.116635
1921,0.1285,0.513908,-0.247666,92.1995,0.254986,0.240966,0.122528,0.125535,1921,0.1285,0.513908,-0.247666,92.1995,0.254811,0.240784,0.122507,0.125504,1921,0.1285,0.513908,-0.247666,92.1995,0.25384,0.239775,0.122761,0.125862,1921,0.1285,0.513908,-0.247666,92.1995,0.255289,0.241283,0.122353,0.125288
1922,0.0085,0.599174,-0.244542,93.7925,0.258659,0.244729,0.131612,0.136506,1922,0.0085,0.599174,-0.244542,93.7925,0.258484,0.244547,0.13159,0.136475,1922,0.0085,0.599174,-0.244542,93.7925,0.257513,0.243538,0.131845,0.136834,1922,0.0085,0.599174,-0.244542,93.7925,0.258962,0.245045,0.131436,0.136259
1923,0.0685,0.618842,-0.255042,95.5158,0.263791,0.249903,0.143751,0.151114,1923,0.0685,0.618842,-0.255042,95.5158,0.263616,0.249721,0.143729,0.151083,1923,0.0685,0.618842,-0.255042,95.5158,0.262646,0.248714,0.143986,0.151443,1923,0.0685,0.618842,-0.255042,95.5158,0.264094,0.250219,0.143574,0.150866
1924,0.0185,0.621606,-0.263123,97.2356,0.26901,0.255166,0.154889,0.164245,1924,0.0185,0.621606,-0.263123,97.2356,0.268835,0.254984,0.154867,0.164213,1924,0.0185,0.621606,-0.263123,97.2356,0.267868,0.25398,0.155127,0.164579,1924,0.0185,0.621606,-0.263123,97.2356,0.269311,0.255481,0.154709,0.163993
1925,0.1185,0.656901,-0.263141,98.9687,0.274414,0.260614,0.166114,0.1774,1925,0.1185,0.656901,-0.263141,98.9687,0.27424,0.260433,0.166091,0.177368,1925,0.1185,0.656901,-0.263141,98.9687,0.273276,0.259433,0.166356,0.177739,1925,0.1185,0.656901,-0.263141,98.9687,0.274715,0.260928,0.165931,0.177144
1926,0.2185,0.701245,-0.263762,100.713,0.280568,0.266791,0.179352,0.193047,1926,0.2185,0.701245,-0.263762,100.713,0.280394,0.266611,0.179329,0.193014,1926,0.2185,0.701245,-0.263762,100.713,0.279434,0.265614,0.179599,0.193392,1926,0.2185,0.701245,-0.263762,100.713,0.280868,0.267104,0.179167,0.192787
1927,0.1185,0.721251,-0.268094,102.572,0.287196,0.273433,0.193622,0.209918,1927,0.1185,0.721251,-0.268094,102.572,0.287023,0.273254,0.193598,0.209885,1927,0.1185,0.721251,-0.268094,102.572,0.286066,0.272261,0.193872,0.210269,1927,0.1185,0.721251,-0.268094,102.572,0.287495,0.273745,0.193432,0.209654
1928,0.1085,0.674629,-0.272843,104.437,0.292794,0.279087,0.204973,0.223122,1928,0.1085,0.674629,-0.272843,104.437,0.292622,0.278909,0.204949,0.223088,1928,0.1085,0.674629,-0.272843,104.437,0.291668,0.27792,0.205228,0.223479,1928,0.1085,0.674629,-0.272843,104.437,0.293091,0.279397,0.20478,0.222853
1929,-0.0215,0.624013,-0.27584,106.406,0.296282,0.282712,0.2109,0.229617,1929,-0.0215,0.624013,-0.27584,106.406,0.296111,0.282534,0.210876,0.229582,1929,-0.0215,0.624013,-0.27584,106.406,0.295162,0.28155,0.211161,0.229982,1929,-0.0215,0.624013,-0.27584,106.406,0.296578,0.28302,0.210703,0.229342
1930,0.2085,0.652519,-0.275574,108.355,0.299074,0.285667,0.215226,0.234164,1930,0.2085,0.652519,-0.275574,108.355,0.298903,0.28549,0.215201,0.234129,1930,0.2085,0.652519,-0.275574,108.355,0.297958,0.28451,0.215493,0.234536,1930,0.2085,0.652519,-0.275574,108.355,0.299368,0.285974,0.215025,0.233883
1931,0.2385,0.678528,-0.269673,110.198,0.302392,0.289133,0.221536,0.241275,1931,0.2385,0.678528,-0.269673,110.198,0.302222,0.288957,0.221511,0.241239,1931,0.2385,0.678528,-0.269673,110.198,0.30128,0.287981,0.221807,0.241652,1931,0.2385,0.678528,-0.269673,110.198,0.302685,0.289439,0.221332,0.24099
1932,0.1985,0.64515,-0.263158,111.858,0.30506,0.291974,0.227295,0.247908,1932,0.1985,0.64515,-0.263158,111.858,0.304889,0.291798,0.22727,0.247872,1932,0.1985,0.64515,-0.263158,111.858,0.303949,0.290824,0.227568,0.248288,1932,0.1985,0.64515,-0.263158,111.858,0.305352,0.292279,0.227089,0.247621
1933,0.0385,0.656846,-0.260836,113.559,0.306963,0.29408,0.231866,0.253214,1933,0.0385,0.656846,-0.260836,113.559,0.306793,0.293904,0.231841,0.253177,1933,0.0385,0.656846,-0.260836,113.559,0.305853,0.292931,0.23214,0.253594,1933,0.0385,0.656846,-0.260836,113.559,0.307255,0.294385,0.23166,0.252926
1934,0.1985,0.717064,-0.263252,115.329,0.309871,0.297158,0.238902,0.261536,1934,0.1985,0.717064,-0.263252,115.329,0.309702,0.296982,0.238876,0.2615,1934,0.1985,0.717064,-0.263252,115.329,0.308762,0.29601,0.239176,0.261917,1934,0.1985,0.717064,-0.263252,115.329,0.310164,0.297462,0.238694,0.261248
1935,0.1485,0.773297,-0.265242,117.151,0.314477,0.301876,0.249802,0.274533,1935,0.1485,0.773297,-0.265242,117.151,0.314308,0.301701,0.249776,0.274496,1935,0.1485,0.773297,-0.265242,117.151,0.313369,0.30073,0.250078,0.274916,1935,0.1485,0.773297,-0.265242,117.151,0.314769,0.30218,0.249594,0.274244
1936,0.1885,0.831551,-0.268246,119.082,0.320567,0.308032,0.264042,0.291556,1936,0.1885,0.831551,-0.268246,119.082,0.320397,0.307857,0.264016,0.291519,1936,0.1885,0.831551,-0.268246,119.082,0.31946,0.306888,0.26432,0.291941,1936,0.1885,0.831551,-0.268246,119.082,0.320858,0.308335,0.263832,0.291265
1937,0.3085,0.84505,-0.269306,121.071,0.327252,0.314768,0.279545,0.310074,1937,0.3085,0.84505,-0.269306,121.071,0.327082,0.314593,0.279518,0.310037,1937,0.3085,0.84505,-0.269306,121.071,0.326147,0.313626,0.279825,0.310462,1937,0.3085,0.84505,-0.269306,121.071,0.327543,0.315071,0.279333,0.309781
1938,0.2885,0.833606,-0.261495,122.995,0.333151,0.320753,0.293686,0.327019,1938,0.2885,0.833606,-0.261495,122.995,0.332981,0.320578,0.29366,0.326982,1938,0.2885,0.833606,-0.261495,122.995,0.332047,0.319613,0.293968,0.327409,1938,0.2885,0.833606,-0.261495,122.995,0.333441,0.321055,0.293474,0.326725
1939,0.2785,0.837512,-0.256511,124.966,0.338105,0.325833,0.306426,0.342409,1939,0.2785,0.837512,-0.256511,124.966,0.337936,0.325658,0.3064,0.342372,1939,0.2785,0.837512,-0.256511,124.966,0.337001,0.324693,0.306707,0.342798,1939,0.2785,0.837512,-0.256511,124.966,0.338396,0.326135,0.306214,0.342116
1940,0.3785,0.848384,-0.260351,127.032,0.34276,0.330628,0.318451,0.356916,1940,0.3785,0.848384,-0.260351,127.032,0.342591,0.330454,0.318425,0.356879,1940,0.3785,0.848384,-0.260351,127.032,0.341655,0.329488,0.318732,0.357303,1940,0.3785,0.848384,-0.260351,127.032,0.343051,0.33093,0.318239,0.356623
1941,0.3785,0.840653,-0.266567,129.116,0.347117,0.335141,0.329006,0.369464,1941,0.3785,0.840653,-0.266567,129.116,0.346948,0.334967,0.328979,0.369427,1941,0.3785,0.840653,-0.266567,129.116,0.346013,0.334002,0.329288,0.369853,1941,0.3785,0.840653,-0.266567,129.116,0.347408,0.335443,0.328793,0.369171
1942,0.3085,0.796379,-0.271949,131.227,0.350315,0.338539,0.33596,0.377441,1942,0.3085,0.796379,-0.271949,131.227,0.350147,0.338365,0.335933,0.377403,1942,0.3085,0.796379,-0.271949,131.227,0.349213,0.337403,0.336245,0.377833,1942,0.3085,0.796379,-0.271949,131.227,0.350606,0.33884,0.335745,0.377145
1943,0.3485,0.77291,-0.274817,133.382,0.352174,0.340648,0.339182,0.380749,1943,0.3485,0.77291,-0.274817,133.382,0.352006,0.340474,0.339155,0.380711,1943,0.3485,0.77291,-0.274817,133.382,0.351075,0.339515,0.33947,0.381145,1943,0.3485,0.77291,-0.274817,133.382,0.352464,0.340948,0.338965,0.38045
1944,0.4885,0.801498,-0.278784,135.534,0.354034,0.342758,0.342097,0.383619,1944,0.4885,0.801498,-0.278784,135.534,0.353866,0.342586,0.34207,0.38358,1944,0.4885,0.801498,-0.278784,135.534,0.352938,0.34163,0.342389,0.38402,1944,0.4885,0.801498,-0.278784,135.534,0.354322,0.343057,0.341877,0.383316
1945,0.3485,0.840125,-0.283026,137.463,0.356947,0.345887,0.347222,0.389123,1945,0.3485,0.840125,-0.283026,137.463,0.35678,0.345715,0.347194,0.389084,1945,0.3485,0.840125,-0.283026,137.463,0.355855,0.344763,0.347518,0.38953,1945,0.3485,0.840125,-0.283026,137.463,0.357234,0.346184,0.346998,0.388816
1946,0.2585,0.874348,-0.291048,139.543,0.360948,0.350068,0.35441,0.397036,1946,0.2585,0.874348,-0.291048,139.543,0.360782,0.349897,0.354382,0.396996,1946,0.2585,0.874348,-0.291048,139.543,0.359862,0.34895,0.354712,0.397451,1946,0.2585,0.874348,-0.291048,139.543,0.361234,0.350364,0.354183,0.396723
1947,0.2785,0.88947,-0.304166,141.805,0.365654,0.354933,0.36219,0.405447,1947,0.2785,0.88947,-0.304166,141.805,0.365489,0.354763,0.362161,0.405406,1947,0.2785,0.88947,-0.304166,141.805,0.364575,0.353823,0.3625,0.405872,1947,0.2785,0.88947,-0.304166,141.805,0.365938,0.355227,0.361957,0.405125
1948,0.2885,0.898865,-0.317167,144.149,0.370645,0.360079,0.369325,0.412798,1948,0.2885,0.898865,-0.317167,144.149,0.370481,0.35991,0.369295,0.412756,1948,0.2885,0.898865,-0.317167,144.149,0.369576,0.358978,0.369645,0.413238,1948,0.2885,0.898865,-0.317167,144.149,0.370926,0.36037,0.369084,0.412466
1949,0.2185,0.878521,-0.324644,146.45,0.375219,0.364826,0.374627,0.417738,1949,0.2185,0.878521,-0.324644,146.45,0.375057,0.364659,0.374596,0.417694,1949,0.2185,0.878521,-0.324644,146.45,0.374161,0.363737,0.374958,0.418194,1949,0.2185,0.878521,-0.324644,146.45,0.375497,0.365114,0.374377,0.417393
1950,0.1285,0.841639,-0.332793,148.973,0.378583,0.36841,0.376573,0.418484,1950,0.1285,0.841639,-0.332793,148.973,0.378423,0.368245,0.376541,0.418439,1950,0.1285,0.841639,-0.332793,148.973,0.377537,0.367333,0.376917,0.418959,1950,0.1285,0.841639,-0.332793,148.973,0.378857,0.368694,0.376313,0.418126
1951,0.2985,0.801351,-0.356395,151.829,0.380774,0.370865,0.3742,0.413656,1951,0.2985,0.801351,-0.356395,151.829,0.380615,0.370702,0.374167,0.413608,1951,0.2985,0.801351,-0.356395,151.829,0.379742,0.369803,0.37456,0.414151,1951,0.2985,0.801351,-0.356395,151.829,0.381043,0.371144,0.373929,0.413281
1952,0.3485,0.76631,-0.38051,154.735,0.382182,0.372566,0.367545,0.403119,1952,0.3485,0.76631,-0.38051,154.735,0.382027,0.372406,0.367509,0.403068,1952,0.3485,0.76631,-0.38051,154.735,0.38117,0.371523,0.367923,0.403642,1952,0.3485,0.76631,-0.38051,154.735,0.382446,0.37284,0.367259,0.402723
1953,0.4185,0.746104,-0.393785,157.68,0.383081,0.373776,0.35823,0.389057,1953,0.4185,0.746104,-0.393785,157.68,0.382929,0.373619,0.358193,0.389004,1953,0.4185,0.746104,-0.393785,157.68,0.38209,0.372754,0.358631,0.389613,1953,0.4185,0.746104,-0.393785,157.68,0.383339,0.374044,0.357928,0.388638
1954,0.1985,0.754805,-0.406598,160.698,0.384091,0.375093,0.348698,0.374644,1954,0.1985,0.754805,-0.406598,160.698,0.383942,0.37494,0.348658,0.374587,1954,0.1985,0.754805,-0.406598,160.698,0.383122,0.374093,0.349121,0.375232,1954,0.1985,0.754805,-0.406598,160.698,0.384342,0.375354,0.348378,0.3742
1955,0.1285,0.815376,-0.419692,163.932,0.38654,0.3778,0.342263,0.363955,1955,0.1285,0.815376,-0.419692,163.932,0.386395,0.37765,0.342221,0.363895,1955,0.1285,0.815376,-0.419692,163.932,0.385595,0.376823,0.34271,0.364578,1955,0.1285,0.815376,-0.419692,163.932,0.386785,0.378055,0.341925,0.363485
1956,0.0685,0.899099,-0.433029,167.354,0.391524,0.382954,0.341617,0.36029,1956,0.0685,0.899099,-0.433029,167.354,0.391382,0.382808,0.341573,0.360226,1956,0.0685,0.899099,-0.433029,167.354,0.390603,0.382002,0.342089,0.360947,1956,0.0685,0.899099,-0.433029,167.354,0.391762,0.383202,0.341261,0.359793
1957,0.3185,0.9668,-0.446514,170.896,0.398884,0.390407,0.346396,0.363199,1957,0.3185,0.9668,-0.446514,170.896,0.398746,0.390265,0.34635,0.363132,1957,0.3185,0.9668,-0.446514,170.896,0.397988,0.389479,0.346893,0.363892,1957,0.3185,0.9668,-0.446514,170.896,0.399115,0.390648,0.346021,0.362675
1958,0.3685,0.982448,-0.455691,174.546,0.407165,0.398756,0.353364,0.368774,1958,0.3685,0.982448,-0.455691,174.546,0.40703,0.398617,0.353315,0.368704,1958,0.3685,0.982448,-0.455691,174.546,0.406293,0.397853,0.353887,0.369504,1958,0.3685,0.982448,-0.455691,174.546,0.407388,0.39899,0.35297,0.368223
1959,0.3185,0.968833,-0.456425,178.211,0.414727,0.406421,0.359383,0.373338,1959,0.3185,0.968833,-0.456425,178.211,0.414596,0.406286,0.359332,0.373265,1959,0.3185,0.968833,-0.456425,178.211,0.413878,0.405541,0.35993,0.374103,1959,0.3185,0.968833,-0.456425,178.211,0.414944,0.406648,0.358971,0.372761
1960,0.2685,0.880203,-0.455518,181.981,0.419773,0.411665,0.360642,0.372337,1960,0.2685,0.880203,-0.455518,181.981,0.419645,0.411533,0.360589,0.372261,1960,0.2685,0.880203,-0.455518,181.981,0.418945,0.410806,0.36121,0.373132,1960,0.2685,0.880203,-0.455518,181.981,0.419984,0.411886,0.360213,0.371737
1961,0.3485,0.751567,-0.471833,185.819,0.420895,0.413127,0.352481,0.359827,1961,0.3485,0.751567,-0.471833,185.819,0.42077,0.412998,0.352426,0.359748,1961,0.3485,0.751567,-0.471833,185.819,0.420087,0.412289,0.35307,0.360652,1961,0.3485,0.751567,-0.471833,185.819,0.4211,0.413342,0.352037,0.359204
1962,0.3385,0.645151,-0.491885,189.755,0.418538,0.411231,0.334539,0.335092,1962,0.3385,0.645151,-0.491885,189.755,0.418417,0.411105,0.334481,0.335009,1962,0.3385,0.645151,-0.491885,189.755,0.417753,0.410415,0.335151,0.33595,1962,0.3385,0.645151,-0.491885,189.755,0.418736,0.411439,0.334077,0.334444
1963,0.3685,0.162053,-0.501355,193.847,0.407096,0.400562,0.293691,0.282173,1963,0.3685,0.162053,-0.501355,193.847,0.406978,0.40044,0.293631,0.282087,1963,0.3685,0.162053,-0.501355,193.847,0.406335,0.39977,0.294327,0.283067,1963,0.3685,0.162053,-0.501355,193.847,0.407287,0.400763,0.29321,0.281499
1964,0.0785,-0.185672,-0.510162,198.106,0.383406,0.378056,0.22301,0.192765,1964,0.0785,-0.185672,-0.510162,198.106,0.383292,0.377938,0.222947,0.192676,1964,0.0785,-0.185672,-0.510162,198.106,0.382668,0.377288,0.223671,0.193693,1964,0.0785,-0.185672,-0.510162,198.106,0.38359,0.378251,0.22251,0.192064
1965,0.1785,0.162675,-0.517385,202.516,0.362623,0.358327,0.159703,0.112522,1965,0.1785,0.162675,-0.517385,202.516,0.362513,0.358212,0.159639,0.112429,1965,0.1785,0.162675,-0.517385,202.516,0.361909,0.357582,0.160388,0.113484,1965,0.1785,0.162675,-0.517385,202.516,0.362801,0.358515,0.159186,0.111795
1966,0.2485,0.593344,-0.524162,207.114,0.357337,0.353528,0.134691,0.0793506,1966,0.2485,0.593344,-0.524162,207.114,0.357229,0.353416,0.134624,0.079255,1966,0.2485,0.593344,-0.524162,207.114,0.356644,0.352805,0.135399,0.0803454,1966,0.2485,0.593344,-0.524162,207.114,0.357508,0.353709,0.134157,0.0785998
1967,0.2385,0.768755,-0.533254,211.823,0.362969,0.35926,0.136626,0.079276,1967,0.2385,0.768755,-0.533254,211.823,0.362865,0.359151,0.136557,0.0791773,1967,0.2385,0.768755,-0.533254,211.823,0.362298,0.35856,0.137356,0.0803029,1967,0.2385,0.768755,-0.533254,211.823,0.363134,0.359435,0.136075,0.0785009
1968,0.2085,0.609199,-0.541248,216.646,0.368507,0.364907,0.13846,0.0791015,1968,0.2085,0.609199,-0.541248,216.646,0.368406,0.364801,0.138389,0.0789997,1968,0.2085,0.609199,-0.541248,216.646,0.367858,0.364228,0.139212,0.0801601,1968,0.2085,0.609199,-0.541248,216.646,0.368666,0.365075,0.137892,0.0783024
1969,0.3285,0.575317,-0.543797,221.685,0.370387,0.367029,0.131898,0.0687442,1969,0.3285,0.575317,-0.543797,221.685,0.370289,0.366927,0.131825,0.0686395,1969,0.3285,0.575317,-0.543797,221.685,0.369758,0.366371,0.132672,0.069833,1969,0.3285,0.575317,-0.543797,221.685,0.37054,0.367191,0.131313,0.0679224
1970,0.2785,0.847402,-0.536648,226.958,0.375976,0.372732,0.135928,0.0716725,1970,0.2785,0.847402,-0.536648,226.958,0.375881,0.372633,0.135854,0.0715653,1970,0.2785,0.847402,-0.536648,226.958,0.375365,0.372093,0.136721,0.0727875,1970,0.2785,0.847402,-0.536648,226.958,0.376124,0.372889,0.13533,0.0708309
1971,0.1385,1.03702,-0.526072,232.26,0.388388,0.385026,0.158901,0.0982499,1971,0.1385,1.03702,-0.526072,232.26,0.388295,0.384929,0.158825,0.0981409,1971,0.1385,1.03702,-0.526072,232.26,0.387791,0.384401,0.159708,0.0993851,1971,0.1385,1.03702,-0.526072,232.26,0.388532,0.385179,0.158292,0.0973932
1972,0.2385,1.09744,-0.527394,237.706,0.403466,0.399908,0.189832,0.134836,1972,0.2385,1.09744,-0.527394,237.706,0.403374,0.399812,0.189755,0.134725,1972,0.2385,1.09744,-0.527394,237.706,0.40288,0.399295,0.19065,0.135987,1972,0.2385,1.09744,-0.527394,237.706,0.403607,0.400057,0.189213,0.133967
1973,0.3685,1.06245,-0.537248,243.374,0.417474,0.413774,0.218038,0.168031,1973,0.3685,1.06245,-0.537248,243.374,0.417384,0.41368,0.21796,0.167918,1973,0.3685,1.06245,-0.537248,243.374,0.416899,0.413173,0.218869,0.169199,1973,0.3685,1.06245,-0.537248,243.374,0.417611,0.41392,0.217411,0.167149
1974,0.0985,0.915371,-0.547795,249.057,0.427215,0.423538,0.235083,0.187377,1974,0.0985,0.915371,-0.547795,249.057,0.427128,0.423446,0.235004,0.187263,1974,0.0985,0.915371,-0.547795,249.057,0.426654,0.422951,0.235928,0.188564,1974,0.0985,0.915371,-0.547795,249.057,0.427349,0.42368,0.234446,0.186481
1975,0.1785,0.82177,-0.559424,254.703,0.432218,0.428739,0.239763,0.191401,1975,0.1785,0.82177,-0.559424,254.703,0.432132,0.428649,0.239682,0.191285,1975,0.1785,0.82177,-0.559424,254.703,0.43167,0.428166,0.240622,0.192609,1975,0.1785,0.82177,-0.559424,254.703,0.432348,0.428877,0.239114,0.19049
1976,0.0785,0.977694,-0.57579,260.677,0.438132,0.434824,0.245592,0.19662,1976,0.0785,0.977694,-0.57579,260.677,0.438049,0.434737,0.24551,0.196501,1976,0.0785,0.977694,-0.57579,260.677,0.4376,0.434268,0.246468,0.197851,1976,0.0785,0.977694,-0.57579,260.677,0.438257,0.434957,0.24493,0.19569
1977,0.3685,1.19883,-0.59167,266.8,0.450152,0.446808,0.265117,0.218374,1977,0.3685,1.19883,-0.59167,266.8,0.450071,0.446724,0.265032,0.218253,1977,0.3685,1.19883,-0.59167,266.8,0.449638,0.446271,0.266012,0.219632,1977,0.3685,1.19883,-0.59167,266.8,0.450272,0.446936,0.26444,0.217424
1978,0.2485,1.27583,-0.597912,272.995,0.466139,0.462635,0.293938,0.251422,1978,0.2485,1.27583,-0.597912,272.995,0.466061,0.462554,0.293852,0.251299,1978,0.2485,1.27583,-0.597912,272.995,0.465645,0.462118,0.294854,0.252709,1978,0.2485,1.27583,-0.597912,272.995,0.466253,0.462757,0.293247,0.250452
1979,0.3685,1.35619,-0.600988,279.447,0.483127,0.479447,0.325718,0.288165,1979,0.3685,1.35619,-0.600988,279.447,0.483052,0.479369,0.32563,0.288039,1979,0.3685,1.35619,-0.600988,279.447,0.482651,0.478948,0.326652,0.289479,1979,0.3685,1.35619,-0.600988,279.447,0.483236,0.479563,0.325012,0.287174
1980,0.4085,1.46606,-0.613143,285.804,0.501638,0.497747,0.361278,0.32952,1980,0.4085,1.46606,-0.613143,285.804,0.501566,0.497672,0.361188,0.329391,1980,0.4085,1.46606,-0.613143,285.804,0.501181,0.497268,0.362231,0.33086,1980,0.4085,1.46606,-0.613143,285.804,0.501742,0.497859,0.360558,0.328509
1981,0.4585,1.40776,-0.63192,292.017,0.519425,0.51537,0.394054,0.367228,1981,0.4585,1.40776,-0.63192,292.017,0.519356,0.515297,0.393962,0.367097,1981,0.4585,1.40776,-0.63192,292.017,0.518988,0.514911,0.395028,0.368598,1981,0.4585,1.40776,-0.63192,292.017,0.519523,0.515475,0.393318,0.366194
1982,0.3285,0.714776,-0.654203,298.334,0.523366,0.519648,0.391352,0.361113,1982,0.3285,0.714776,-0.654203,298.334,0.5233,0.51958,0.391258,0.360978,1982,0.3285,0.714776,-0.654203,298.334,0.522951,0.519213,0.392351,0.362517,1982,0.3285,0.714776,-0.654203,298.334,0.523457,0.519747,0.390598,0.360054
1983,0.4985,0.408766,-0.674795,304.67,0.510912,0.508106,0.346963,0.303606,1983,0.4985,0.408766,-0.674795,304.67,0.51085,0.508041,0.346867,0.303467,1983,0.4985,0.408766,-0.674795,304.67,0.510523,0.507697,0.347988,0.305048,1983,0.4985,0.408766,-0.674795,304.67,0.510996,0.508197,0.346189,0.302518
1984,0.2985,0.951877,-0.68656,311.22,0.504291,0.502177,0.31615,0.262649,1984,0.2985,0.951877,-0.68656,311.22,0.504233,0.502116,0.31605,0.262506,1984,0.2985,0.951877,-0.68656,311.22,0.503929,0.501795,0.317203,0.26413,1984,0.2985,0.951877,-0.68656,311.22,0.504367,0.50226,0.315354,0.261531
1985,0.2885,1.25132,-0.694201,317.939,0.512733,0.510777,0.322465,0.267281,1985,0.2885,1.25132,-0.694201,317.939,0.512679,0.510721,0.322364,0.267135,1985,0.2885,1.25132,-0.694201,317.939,0.512398,0.510423,0.323546,0.268802,1985,0.2885,1.25132,-0.694201,317.939,0.512801,0.510852,0.321649,0.266133
1986,0.3585,1.34237,-0.701882,324.836,0.526984,0.524993,0.343529,0.290087,1986,0.3585,1.34237,-0.701882,324.836,0.526934,0.52494,0.343425,0.289938,1986,0.3585,1.34237,-0.701882,324.836,0.526674,0.524664,0.344637,0.291646,1986,0.3585,1.34237,-0.701882,324.836,0.527045,0.52506,0.342693,0.288911
